C3,C4,C5,C6,C7,C8,Pressure,C3_vap,C4_vap,C5_vap,C6_vap,C7_vap,C8_vap
0.0720,0.0016,0.0021,0.1978,0.6537,0.0728,1.2364,0.8103,0.0057,0.0027,0.0785,0.0987,0.0040
0.1752,0.1645,0.1057,0.0180,0.2200,0.3166,16.1747,0.5139,0.2618,0.0963,0.0089,0.0651,0.0540
0.0978,0.0689,0.0159,0.0693,0.4077,0.3404,7.2383,0.5425,0.1837,0.0217,0.0456,0.1438,0.0627
0.3250,0.0898,0.2436,0.1889,0.0069,0.1458,5.3173,0.8294,0.0752,0.0739,0.0192,0.0003,0.0020
0.1264,0.0867,0.0070,0.1373,0.4015,0.2411,12.5101,0.4991,0.1855,0.0086,0.0917,0.1592,0.0559
0.3435,0.1012,0.0925,0.0626,0.1009,0.2993,7.0206,0.8548,0.0915,0.0336,0.0082,0.0055,0.0064
0.3723,0.0539,0.1088,0.2688,0.1596,0.0366,9.4744,0.8544,0.0486,0.0433,0.0417,0.0109,0.0011
0.3240,0.3636,0.0757,0.0108,0.2163,0.0096,19.1146,0.5901,0.3361,0.0394,0.0027,0.0310,0.0007
0.0333,0.7369,0.1178,0.0094,0.0955,0.0071,4.8812,0.1073,0.8299,0.0551,0.0014,0.0061,0.0002
0.0572,0.2428,0.4206,0.1143,0.0696,0.0955,8.2874,0.2139,0.4023,0.3233,0.0400,0.0124,0.0081
0.2407,0.0754,0.2850,0.0049,0.3181,0.0759,17.8729,0.5976,0.1005,0.2134,0.0019,0.0763,0.0103
0.2333,0.0516,0.6023,0.0723,0.0170,0.0235,16.5057,0.5418,0.0611,0.3682,0.0233,0.0032,0.0023
0.1060,0.1514,0.0801,0.0297,0.3075,0.3253,10.9861,0.4254,0.3109,0.0892,0.0170,0.0997,0.0579
0.0832,0.1617,0.3734,0.0421,0.3222,0.0174,8.8704,0.3178,0.2832,0.3150,0.0162,0.0660,0.0017
0.1022,0.4794,0.2070,0.0545,0.0269,0.1300,3.8936,0.3560,0.5455,0.0874,0.0073,0.0014,0.0024
0.3676,0.1482,0.0270,0.3369,0.0134,0.1069,17.4940,0.7386,0.1464,0.0145,0.0903,0.0019,0.0082
0.2543,0.3966,0.0558,0.0210,0.0620,0.2103,19.6703,0.5090,0.4181,0.0337,0.0065,0.0113,0.0213
0.0199,0.3106,0.0892,0.0626,0.4028,0.1149,3.5296,0.1201,0.7047,0.0846,0.0215,0.0618,0.0073
0.1161,0.0523,0.3337,0.2043,0.2108,0.0828,18.6820,0.3253,0.0878,0.3476,0.1301,0.0873,0.0218
0.2783,0.0533,0.4339,0.0309,0.1461,0.0575,2.0678,0.8638,0.0415,0.0904,0.0016,0.0024,0.0003
0.2516,0.1282,0.1547,0.0518,0.2161,0.1976,1.1356,0.8680,0.0973,0.0297,0.0021,0.0024,0.0005
0.1922,0.0350,0.0650,0.1189,0.3485,0.2404,3.0955,0.8653,0.0514,0.0345,0.0204,0.0228,0.0057
0.4211,0.0073,0.1333,0.0694,0.1596,0.2093,14.1589,0.8900,0.0069,0.0616,0.0143,0.0166,0.0105
0.5595,0.0450,0.2860,0.0500,0.0121,0.0474,14.9372,0.8722,0.0301,0.0891,0.0065,0.0008,0.0013
0.0210,0.2541,0.1173,0.4000,0.2028,0.0048,6.1876,0.1040,0.5467,0.1211,0.1827,0.0450,0.0005
0.0042,0.3873,0.2340,0.0352,0.1678,0.1715,16.1316,0.0123,0.6427,0.2309,0.0197,0.0587,0.0358
0.3121,0.0449,0.0075,0.1770,0.1777,0.2808,19.8457,0.7634,0.0607,0.0060,0.0787,0.0470,0.0443
0.0492,0.2292,0.3225,0.1261,0.2672,0.0058,7.1053,0.2083,0.4209,0.2743,0.0464,0.0496,0.0005
0.0548,0.1297,0.0517,0.1111,0.1087,0.5440,19.6743,0.1730,0.2765,0.0767,0.1138,0.0791,0.2809
0.1630,0.0960,0.3042,0.3887,0.0276,0.0205,10.5782,0.5107,0.1378,0.2137,0.1313,0.0047,0.0018
0.1335,0.0685,0.2416,0.3260,0.0895,0.1409,8.8282,0.5125,0.1196,0.2044,0.1311,0.0181,0.0143
0.4389,0.2563,0.0346,0.1782,0.0290,0.0630,17.6218,0.7396,0.2044,0.0148,0.0349,0.0030,0.0033
0.2198,0.0941,0.0453,0.3512,0.2694,0.0202,4.4172,0.7894,0.1149,0.0216,0.0567,0.0169,0.0005
0.0397,0.2054,0.0716,0.3385,0.0810,0.2638,2.1393,0.2928,0.5079,0.0663,0.1104,0.0100,0.0126
0.1541,0.0463,0.4404,0.2170,0.1280,0.0142,16.5730,0.4194,0.0689,0.3702,0.1027,0.0365,0.0024
0.0620,0.3992,0.0434,0.0642,0.1873,0.2439,4.8909,0.2667,0.6532,0.0303,0.0167,0.0215,0.0117
0.2465,0.1255,0.2335,0.0863,0.2515,0.0567,11.6140,0.6561,0.1501,0.1350,0.0221,0.0332,0.0036
0.4785,0.0603,0.0570,0.3315,0.0632,0.0095,4.1065,0.9383,0.0331,0.0107,0.0169,0.0010,0.0000
0.0021,0.3234,0.5180,0.0946,0.0225,0.0394,7.9676,0.0080,0.5478,0.4031,0.0336,0.0041,0.0034
0.0600,0.2260,0.2271,0.1986,0.2745,0.0138,10.3403,0.2209,0.4053,0.2126,0.0906,0.0688,0.0018
0.6651,0.0942,0.0479,0.0698,0.0674,0.0556,15.1511,0.9191,0.0548,0.0136,0.0077,0.0035,0.0013
0.0513,0.1237,0.2135,0.1199,0.1065,0.3851,13.1045,0.2017,0.2744,0.2772,0.0906,0.0492,0.1069
0.0885,0.0227,0.0665,0.6065,0.1911,0.0247,16.1337,0.2910,0.0449,0.0841,0.4765,0.0953,0.0082
0.0144,0.5398,0.0112,0.1323,0.1046,0.1977,11.0688,0.0467,0.8460,0.0094,0.0529,0.0226,0.0224
0.0289,0.1973,0.4253,0.0568,0.2604,0.0313,12.1093,0.1016,0.3617,0.4218,0.0296,0.0801,0.0053
0.0194,0.2254,0.2418,0.1515,0.1887,0.1732,1.1221,0.1734,0.5765,0.1946,0.0356,0.0154,0.0045
0.0556,0.0527,0.3633,0.2907,0.0366,0.2011,19.2655,0.1585,0.0955,0.4291,0.2265,0.0192,0.0713
0.0707,0.0864,0.0077,0.1658,0.6674,0.0020,1.7321,0.6089,0.2436,0.0081,0.0538,0.0855,0.0001
0.2987,0.1098,0.1967,0.2320,0.1591,0.0037,18.1536,0.6492,0.1234,0.1228,0.0750,0.0293,0.0004
0.1992,0.1475,0.3485,0.0453,0.0785,0.1810,5.9065,0.6451,0.1751,0.1610,0.0078,0.0058,0.0053
0.0270,0.2783,0.1617,0.0048,0.0917,0.4365,8.2636,0.1233,0.6067,0.1776,0.0026,0.0262,0.0636
0.2328,0.0454,0.0765,0.0063,0.5241,0.1149,3.4278,0.8821,0.0551,0.0333,0.0008,0.0267,0.0020
0.0890,0.2312,0.4221,0.0522,0.1952,0.0103,10.3201,0.2888,0.3481,0.3088,0.0177,0.0357,0.0009
0.2476,0.0310,0.3531,0.3485,0.0158,0.0040,13.8687,0.6311,0.0379,0.2193,0.1087,0.0026,0.0003
0.3592,0.0596,0.0736,0.1810,0.2866,0.0400,5.1923,0.9010,0.0485,0.0225,0.0171,0.0103,0.0005
0.1778,0.2105,0.0144,0.3231,0.1111,0.1631,13.2145,0.5183,0.3028,0.0112,0.1258,0.0232,0.0186
0.3025,0.4296,0.0788,0.0053,0.1133,0.0705,16.6620,0.5610,0.3825,0.0377,0.0011,0.0134,0.0042
0.0738,0.0029,0.0237,0.5898,0.2821,0.0277,15.7710,0.2575,0.0063,0.0335,0.5274,0.1644,0.0109
0.3424,0.0684,0.3964,0.0818,0.0683,0.0427,15.6249,0.7100,0.0671,0.1928,0.0190,0.0085,0.0026
0.3583,0.0400,0.2647,0.1364,0.2004,0.0002,16.9834,0.7511,0.0412,0.1428,0.0358,0.0291,0.0000
0.2299,0.4562,0.1668,0.0653,0.0559,0.0259,7.0834,0.5414,0.3880,0.0593,0.0079,0.0029,0.0005
0.0807,0.1250,0.2959,0.0673,0.1652,0.2659,18.2016,0.2413,0.2261,0.3335,0.0468,0.0752,0.0771
0.1649,0.2880,0.0383,0.2881,0.1936,0.0271,14.5329,0.4381,0.3845,0.0283,0.1063,0.0396,0.0031
0.1175,0.2049,0.2208,0.0493,0.0584,0.3491,13.0349,0.3795,0.3380,0.1950,0.0228,0.0152,0.0495
0.0619,0.1994,0.0448,0.2033,0.3001,0.1905,9.9968,0.2635,0.4290,0.0524,0.1207,0.0995,0.0349
0.1354,0.0460,0.0120,0.3294,0.1636,0.3136,7.2497,0.6454,0.0993,0.0127,0.1636,0.0401,0.0389
0.0148,0.0902,0.1664,0.2017,0.3194,0.2075,10.7418,0.0705,0.2413,0.2620,0.1813,0.1758,0.0690
0.0481,0.0749,0.0772,0.0334,0.1661,0.6003,19.5620,0.1539,0.1682,0.1246,0.0385,0.1412,0.3736
0.3579,0.0430,0.1536,0.1283,0.2203,0.0969,18.3889,0.7725,0.0475,0.0930,0.0394,0.0384,0.0092
0.0173,0.1439,0.0865,0.1517,0.1159,0.4847,14.9785,0.0676,0.3506,0.1363,0.1531,0.0776,0.2149
0.2145,0.0888,0.0776,0.2106,0.3693,0.0392,11.1436,0.6720,0.1295,0.0575,0.0716,0.0657,0.0036
0.0576,0.0873,0.2159,0.0906,0.1108,0.4378,17.7357,0.1916,0.1843,0.2975,0.0814,0.0673,0.1779
0.1966,0.0506,0.0878,0.1640,0.0405,0.4605,5.6478,0.7922,0.0792,0.0575,0.0437,0.0047,0.0227
0.1187,0.2067,0.5794,0.0316,0.0396,0.0240,12.9993,0.3239,0.2744,0.3818,0.0104,0.0073,0.0022
0.5219,0.0071,0.2005,0.0273,0.1298,0.1134,9.3088,0.9328,0.0046,0.0531,0.0025,0.0051,0.0017
0.6224,0.0156,0.1745,0.0038,0.0213,0.1624,18.2786,0.9217,0.0106,0.0594,0.0006,0.0017,0.0060
0.1200,0.1566,0.1730,0.1474,0.1595,0.2435,14.9593,0.3798,0.2700,0.1710,0.0808,0.0520,0.0464
0.2447,0.1989,0.1435,0.0615,0.1924,0.1590,1.7440,0.7994,0.1603,0.0330,0.0033,0.0032,0.0007
0.0400,0.0510,0.3886,0.0753,0.0242,0.4209,8.4578,0.2044,0.1312,0.5142,0.0528,0.0094,0.0880
0.1312,0.0248,0.1090,0.1616,0.5678,0.0056,5.1962,0.6825,0.0526,0.1030,0.0605,0.1009,0.0004
0.0905,0.0198,0.4805,0.0312,0.2221,0.1559,10.8646,0.3548,0.0394,0.4952,0.0167,0.0683,0.0256
0.3385,0.3826,0.0054,0.1124,0.0041,0.1570,3.2002,0.7587,0.2335,0.0011,0.0058,0.0001,0.0008
0.0544,0.1995,0.3809,0.1470,0.1232,0.0950,16.2712,0.1583,0.3287,0.3682,0.0821,0.0429,0.0198
0.2518,0.1106,0.2027,0.0532,0.1478,0.2339,3.5256,0.8093,0.1092,0.0676,0.0054,0.0055,0.0029
0.0637,0.0247,0.3404,0.3430,0.0648,0.1634,4.5980,0.3847,0.0611,0.3634,0.1608,0.0139,0.0161
0.0338,0.3912,0.1002,0.0109,0.4229,0.0410,11.6225,0.1153,0.6707,0.0936,0.0049,0.1097,0.0057
0.0967,0.0511,0.0205,0.2060,0.4426,0.1831,2.6601,0.6949,0.1315,0.0209,0.0749,0.0666,0.0112
0.0680,0.2522,0.1209,0.3013,0.2007,0.0569,10.4409,0.2470,0.4453,0.1128,0.1379,0.0495,0.0075
0.3423,0.1579,0.0611,0.3533,0.0771,0.0083,1.7885,0.8820,0.0934,0.0104,0.0135,0.0008,0.0000
0.1629,0.3487,0.0810,0.0228,0.0881,0.2965,10.6035,0.4653,0.4456,0.0506,0.0063,0.0123,0.0199
0.3039,0.1946,0.1006,0.1781,0.0063,0.2165,1.6239,0.8486,0.1256,0.0178,0.0073,0.0001,0.0006
0.2047,0.0954,0.2050,0.1955,0.2051,0.0943,4.3271,0.7429,0.1173,0.0943,0.0306,0.0127,0.0022
0.0736,0.0594,0.2651,0.0628,0.4689,0.0702,14.9838,0.2593,0.1223,0.3318,0.0458,0.2205,0.0204
0.0372,0.0813,0.2439,0.0588,0.2008,0.3780,12.9942,0.1553,0.1977,0.3565,0.0513,0.1107,0.1285
0.0875,0.0203,0.4245,0.1055,0.2899,0.0723,1.2619,0.6595,0.0426,0.2605,0.0185,0.0176,0.0013
0.1426,0.3138,0.1652,0.2363,0.0667,0.0754,17.0875,0.3478,0.4082,0.1233,0.0949,0.0157,0.0102
0.1129,0.0272,0.4805,0.0243,0.0224,0.3327,2.0550,0.6682,0.0492,0.2693,0.0045,0.0015,0.0073
0.1982,0.4424,0.0564,0.0146,0.0489,0.2395,6.8757,0.5273,0.4375,0.0236,0.0022,0.0032,0.0062
0.1145,0.1006,0.2676,0.3475,0.1351,0.0347,4.9562,0.5189,0.1735,0.1909,0.0983,0.0165,0.0018
0.0240,0.0273,0.0419,0.5904,0.0104,0.3060,14.1330,0.0949,0.0673,0.0675,0.6211,0.0071,0.1421
0.0403,0.2356,0.0671,0.3717,0.1287,0.1566,14.9518,0.1339,0.4463,0.0772,0.2498,0.0529,0.0400
0.2729,0.2395,0.0862,0.1182,0.2727,0.0105,16.0459,0.6088,0.2630,0.0513,0.0334,0.0427,0.0009
0.0202,0.2154,0.0637,0.1668,0.2692,0.2647,16.7247,0.0682,0.4511,0.0867,0.1422,0.1527,0.0991
0.0901,0.2320,0.4732,0.0053,0.0841,0.1153,3.0674,0.4128,0.3425,0.2358,0.0009,0.0055,0.0025
0.1257,0.1815,0.0036,0.2704,0.2596,0.1592,11.3119,0.4512,0.3238,0.0035,0.1303,0.0683,0.0229
0.3289,0.1489,0.2063,0.0799,0.1714,0.0646,4.3837,0.8200,0.1137,0.0546,0.0062,0.0049,0.0006
0.3088,0.2742,0.0199,0.0582,0.0633,0.2756,1.6974,0.8215,0.1712,0.0035,0.0023,0.0007,0.0008
0.0061,0.3427,0.1695,0.2105,0.1097,0.1615,17.5678,0.0175,0.5819,0.1797,0.1342,0.0448,0.0418
0.2639,0.1572,0.0483,0.2278,0.1596,0.1432,1.4805,0.8568,0.1192,0.0103,0.0111,0.0022,0.0005
0.1985,0.0804,0.0417,0.1354,0.5385,0.0055,2.9757,0.8287,0.1050,0.0196,0.0186,0.0280,0.0001
0.1655,0.0047,0.1449,0.1736,0.1426,0.3687,7.6889,0.7167,0.0091,0.1327,0.0737,0.0299,0.0378
0.5939,0.0128,0.0704,0.0517,0.0659,0.2053,19.5138,0.9369,0.0096,0.0277,0.0095,0.0063,0.0099
0.0587,0.1514,0.3420,0.0575,0.0457,0.3447,11.7555,0.2227,0.3001,0.3651,0.0332,0.0152,0.0636
0.0291,0.1266,0.2237,0.1749,0.4228,0.0229,11.9658,0.1174,0.2813,0.2883,0.1240,0.1830,0.0059
0.0598,0.2247,0.2439,0.0669,0.1870,0.2177,17.0921,0.1791,0.3925,0.2586,0.0418,0.0745,0.0534
0.3185,0.0354,0.0557,0.2836,0.2002,0.1066,2.2157,0.9398,0.0268,0.0128,0.0165,0.0035,0.0006
0.0824,0.4149,0.0540,0.1613,0.0692,0.2182,10.0751,0.2644,0.6097,0.0401,0.0548,0.0120,0.0190
0.4427,0.0257,0.2384,0.1080,0.1493,0.0359,5.0556,0.9213,0.0163,0.0518,0.0069,0.0035,0.0003
0.1018,0.1202,0.2938,0.0393,0.3600,0.0849,10.7453,0.3775,0.2199,0.2786,0.0183,0.0941,0.0117
0.3479,0.0584,0.1835,0.0415,0.0965,0.2722,4.0423,0.8980,0.0456,0.0479,0.0033,0.0027,0.0025
0.2002,0.4958,0.1073,0.0512,0.0537,0.0918,19.8723,0.3869,0.5124,0.0649,0.0161,0.0101,0.0097
0.0870,0.0936,0.5664,0.2034,0.0458,0.0038,15.0800,0.2516,0.1464,0.4890,0.0990,0.0134,0.0006
0.2587,0.4903,0.1973,0.0074,0.0424,0.0039,11.6543,0.5100,0.4073,0.0782,0.0012,0.0033,0.0001
0.0078,0.0383,0.2836,0.3156,0.2569,0.0978,18.4235,0.0236,0.0769,0.3903,0.2946,0.1692,0.0454
0.0333,0.0084,0.0119,0.1841,0.5628,0.1995,8.3249,0.2133,0.0303,0.0255,0.2224,0.4183,0.0902
0.0027,0.0549,0.2124,0.1948,0.0425,0.4927,2.9343,0.0285,0.2474,0.4272,0.1785,0.0184,0.1001
0.4459,0.1132,0.1011,0.0392,0.2999,0.0007,2.3794,0.9247,0.0565,0.0148,0.0012,0.0028,0.0000
0.2206,0.1051,0.2891,0.0961,0.2692,0.0199,10.7516,0.6290,0.1333,0.1743,0.0255,0.0366,0.0013
0.0277,0.4651,0.1875,0.1061,0.0712,0.1424,6.3798,0.1058,0.7183,0.1292,0.0294,0.0093,0.0081
0.0027,0.0071,0.0237,0.2867,0.1338,0.5460,12.8667,0.0125,0.0218,0.0495,0.4076,0.1317,0.3769
0.0702,0.1017,0.3219,0.1059,0.3506,0.0497,19.7369,0.1941,0.1771,0.3647,0.0759,0.1720,0.0161
0.6025,0.1589,0.0998,0.0411,0.0763,0.0214,16.5926,0.8570,0.1002,0.0318,0.0054,0.0050,0.0006
0.0788,0.1652,0.5152,0.0788,0.0813,0.0807,1.1047,0.5037,0.2659,0.2179,0.0088,0.0029,0.0008
0.0177,0.0690,0.1419,0.3115,0.1572,0.3027,11.6181,0.0811,0.1833,0.2282,0.3002,0.0939,0.1133
0.0342,0.0276,0.1129,0.4883,0.0002,0.3368,9.4032,0.1779,0.0780,0.1824,0.4538,0.0001,0.1079
0.0251,0.2884,0.0037,0.4264,0.0516,0.2048,7.7000,0.1151,0.6148,0.0040,0.2240,0.0137,0.0285
0.1908,0.2989,0.0553,0.1091,0.1503,0.1956,13.4956,0.5040,0.3806,0.0371,0.0349,0.0259,0.0175
0.1432,0.2753,0.1263,0.2557,0.0895,0.1100,19.3566,0.3469,0.3788,0.1054,0.1226,0.0264,0.0198
0.0186,0.1906,0.0825,0.6244,0.0496,0.0343,13.7717,0.0644,0.3726,0.0978,0.4357,0.0206,0.0090
0.0827,0.1907,0.2926,0.0930,0.0481,0.2929,16.9484,0.2447,0.3232,0.2940,0.0550,0.0177,0.0654
0.1310,0.0980,0.4687,0.0612,0.1678,0.0733,12.4752,0.4085,0.1514,0.3695,0.0244,0.0376,0.0086
0.2558,0.1923,0.0022,0.2520,0.2337,0.0640,13.0560,0.6564,0.2304,0.0014,0.0722,0.0347,0.0049
0.1355,0.0907,0.1005,0.2996,0.3157,0.0580,7.7859,0.5601,0.1659,0.0889,0.1180,0.0617,0.0056
0.2884,0.2688,0.0657,0.2262,0.1200,0.0309,7.4305,0.6982,0.2389,0.0249,0.0304,0.0068,0.0007
0.0072,0.0172,0.0327,0.1715,0.5298,0.2416,14.0480,0.0303,0.0481,0.0630,0.2208,0.4830,0.1548
0.0624,0.1783,0.3522,0.1389,0.1280,0.1402,16.6156,0.1840,0.3015,0.3539,0.0818,0.0473,0.0315
0.1261,0.0726,0.2479,0.1129,0.3906,0.0499,16.9314,0.3810,0.1267,0.2610,0.0685,0.1509,0.0118
0.2633,0.0604,0.0920,0.4187,0.1273,0.0383,13.9769,0.6937,0.0771,0.0623,0.1407,0.0225,0.0037
0.2648,0.0597,0.1257,0.4826,0.0286,0.0386,13.1753,0.6899,0.0732,0.0795,0.1497,0.0045,0.0032
0.0466,0.6361,0.0332,0.0069,0.0382,0.2390,11.6660,0.1284,0.8214,0.0223,0.0021,0.0062,0.0195
0.0207,0.5046,0.0136,0.0958,0.2435,0.1218,13.0319,0.0641,0.8012,0.0121,0.0428,0.0625,0.0173
0.1687,0.3487,0.0794,0.2772,0.0985,0.0275,8.6835,0.4784,0.4059,0.0432,0.0612,0.0101,0.0013
0.1814,0.3195,0.0674,0.3576,0.0640,0.0101,7.6930,0.5246,0.3627,0.0346,0.0720,0.0057,0.0004
0.0132,0.2787,0.0930,0.1820,0.2862,0.1469,11.4285,0.0523,0.5850,0.1107,0.1150,0.1059,0.0312
0.1673,0.1805,0.0259,0.0793,0.4179,0.1291,12.5299,0.5393,0.2899,0.0225,0.0334,0.0986,0.0164
0.1369,0.1213,0.0684,0.1304,0.1058,0.4372,14.0980,0.4803,0.2323,0.0752,0.0804,0.0385,0.0932
0.3501,0.1151,0.1232,0.0189,0.3837,0.0090,6.3723,0.8444,0.0962,0.0405,0.0020,0.0168,0.0001
0.0496,0.0299,0.1027,0.3279,0.3680,0.1219,7.9870,0.2795,0.0864,0.1620,0.2700,0.1702,0.0318
0.4592,0.0131,0.2315,0.2341,0.0294,0.0327,7.2187,0.9099,0.0088,0.0594,0.0204,0.0010,0.0004
0.0441,0.3412,0.2613,0.2510,0.0233,0.0791,17.2294,0.1157,0.5047,0.2302,0.1273,0.0073,0.0149
0.1710,0.1626,0.2378,0.2598,0.0997,0.0691,3.8394,0.6451,0.2012,0.1072,0.0393,0.0058,0.0015
0.2815,0.0226,0.5134,0.0009,0.1155,0.0661,15.9493,0.6518,0.0259,0.2974,0.0003,0.0190,0.0056
0.0934,0.2946,0.4178,0.1172,0.0423,0.0347,13.7354,0.2522,0.3979,0.2955,0.0421,0.0086,0.0037
0.0130,0.0530,0.2929,0.2019,0.2185,0.2207,16.9513,0.0434,0.1139,0.4166,0.1890,0.1406,0.0965
0.2205,0.2832,0.0134,0.1841,0.0536,0.2452,18.3452,0.5186,0.3557,0.0097,0.0719,0.0121,0.0320
0.1639,0.0605,0.1955,0.0282,0.4940,0.0579,10.3412,0.5951,0.1047,0.1717,0.0115,0.1104,0.0066
0.1808,0.0205,0.3340,0.1819,0.0754,0.2074,2.5155,0.8015,0.0271,0.1405,0.0242,0.0035,0.0032
0.5455,0.0669,0.1407,0.0897,0.0587,0.0985,6.2194,0.9297,0.0358,0.0274,0.0052,0.0012,0.0007
0.0178,0.0442,0.0697,0.5565,0.0633,0.2485,2.5861,0.1847,0.1843,0.1274,0.4416,0.0218,0.0402
0.1912,0.3471,0.0005,0.0060,0.3099,0.1453,9.1045,0.5433,0.4141,0.0003,0.0013,0.0338,0.0072
0.2432,0.2203,0.4524,0.0398,0.0439,0.0004,7.3535,0.6185,0.2068,0.1667,0.0054,0.0026,0.0000
0.2793,0.1248,0.3538,0.1034,0.0298,0.1089,18.9033,0.5931,0.1393,0.2166,0.0339,0.0057,0.0115
0.2057,0.1700,0.2692,0.0571,0.2961,0.0019,7.9988,0.6149,0.2040,0.1407,0.0116,0.0286,0.0001
0.0446,0.0691,0.0094,0.1962,0.3542,0.3265,4.3080,0.3628,0.2528,0.0166,0.1587,0.1434,0.0658
0.0157,0.0132,0.2500,0.0241,0.4794,0.2176,19.8292,0.0462,0.0276,0.3790,0.0260,0.3905,0.1307
0.1532,0.1252,0.1930,0.3779,0.0186,0.1321,11.7833,0.4849,0.1916,0.1531,0.1515,0.0039,0.0149
0.3674,0.0718,0.0673,0.3010,0.0227,0.1698,2.8876,0.9192,0.0480,0.0142,0.0173,0.0004,0.0009
0.0973,0.0797,0.2115,0.0003,0.3602,0.2510,17.9687,0.3094,0.1561,0.2640,0.0002,0.1862,0.0840
0.2053,0.1473,0.1117,0.3719,0.0193,0.1445,5.8727,0.6836,0.1808,0.0567,0.0725,0.0015,0.0049
0.1870,0.3202,0.0166,0.0073,0.2205,0.2484,3.9716,0.6258,0.3510,0.0068,0.0009,0.0110,0.0044
0.0515,0.2145,0.0396,0.1615,0.0881,0.4448,18.4914,0.1631,0.4287,0.0520,0.1370,0.0500,0.1692
0.0972,0.1032,0.0752,0.0095,0.5177,0.1972,19.1871,0.3020,0.2059,0.1003,0.0081,0.3053,0.0785
0.0176,0.2695,0.2757,0.3389,0.0838,0.0145,2.6070,0.1106,0.5694,0.2170,0.0934,0.0091,0.0006
0.0336,0.6298,0.0343,0.1489,0.1191,0.0343,13.7920,0.0868,0.8104,0.0246,0.0515,0.0231,0.0036
0.1002,0.0046,0.2740,0.0505,0.3533,0.2174,17.3647,0.3295,0.0093,0.3538,0.0407,0.1906,0.0762
0.2534,0.0943,0.1535,0.1489,0.1687,0.1812,2.0975,0.8597,0.0842,0.0409,0.0104,0.0037,0.0012
0.0328,0.1950,0.1887,0.2865,0.2505,0.0465,9.6140,0.1377,0.4069,0.2097,0.1605,0.0774,0.0078
0.0069,0.0568,0.0492,0.6400,0.1500,0.0971,3.7018,0.0609,0.2190,0.0909,0.5487,0.0606,0.0200
0.1130,0.1344,0.4897,0.0956,0.0511,0.1162,14.1512,0.3312,0.2041,0.3948,0.0413,0.0128,0.0159
0.4258,0.3784,0.0627,0.1044,0.0177,0.0110,19.8641,0.6571,0.2915,0.0273,0.0215,0.0020,0.0007
0.0748,0.1493,0.2243,0.1628,0.0305,0.3583,6.3335,0.3612,0.3120,0.2144,0.0706,0.0064,0.0354
0.1716,0.1539,0.0685,0.1034,0.1808,0.3218,17.8669,0.4929,0.2513,0.0671,0.0582,0.0627,0.0677
0.2367,0.1548,0.0283,0.0761,0.0234,0.4807,5.0229,0.7810,0.1802,0.0128,0.0124,0.0015,0.0121
0.1335,0.0346,0.3735,0.1502,0.0922,0.2160,13.3993,0.4449,0.0605,0.3536,0.0775,0.0275,0.0360
0.3777,0.1502,0.2021,0.0591,0.0749,0.1360,6.2969,0.8246,0.1101,0.0557,0.0053,0.0027,0.0017
0.1531,0.1992,0.0400,0.0713,0.3346,0.2018,2.0908,0.6959,0.2615,0.0174,0.0086,0.0140,0.0027
0.3033,0.1516,0.1335,0.0644,0.2773,0.0699,8.2910,0.7647,0.1477,0.0560,0.0100,0.0195,0.0020
0.0000,0.2922,0.1979,0.0185,0.2268,0.2646,2.8368,0.0000,0.7424,0.1984,0.0068,0.0358,0.0166
0.0928,0.2619,0.0772,0.0764,0.0115,0.4802,13.1315,0.3195,0.4740,0.0776,0.0415,0.0036,0.0839
0.0065,0.0555,0.9089,0.0007,0.0113,0.0171,7.4704,0.0300,0.1171,0.8479,0.0003,0.0028,0.0020
0.0835,0.2456,0.3085,0.0965,0.2021,0.0638,2.2391,0.4312,0.3823,0.1589,0.0149,0.0116,0.0012
0.1633,0.2857,0.3348,0.0703,0.0809,0.0650,12.7645,0.4185,0.3437,0.2009,0.0198,0.0122,0.0049
0.1438,0.1373,0.2342,0.0274,0.0861,0.3712,12.4137,0.4796,0.2302,0.2060,0.0124,0.0217,0.0501
0.0632,0.3978,0.1847,0.1194,0.0777,0.1572,5.5776,0.2451,0.5932,0.1170,0.0290,0.0085,0.0072
0.1671,0.2298,0.0839,0.0036,0.4136,0.1020,16.8112,0.4561,0.3402,0.0721,0.0016,0.1138,0.0161
0.5076,0.0076,0.1311,0.0346,0.0945,0.2246,5.8715,0.9611,0.0046,0.0280,0.0023,0.0023,0.0018
0.0142,0.2596,0.0075,0.1506,0.0456,0.5225,16.4672,0.0501,0.5692,0.0107,0.1365,0.0272,0.2063
0.0272,0.0988,0.3061,0.2803,0.2652,0.0224,10.7710,0.1136,0.2182,0.3751,0.1856,0.1025,0.0050
0.1514,0.2275,0.0062,0.2328,0.0819,0.3002,16.1791,0.4390,0.3590,0.0057,0.1188,0.0245,0.0530
0.1451,0.1805,0.4374,0.0423,0.1546,0.0401,3.5767,0.5675,0.2279,0.1893,0.0059,0.0086,0.0008
0.1176,0.1562,0.4517,0.0339,0.1842,0.0564,6.1295,0.4525,0.2359,0.2796,0.0083,0.0211,0.0027
0.3983,0.0725,0.1012,0.1559,0.2325,0.0396,3.2394,0.9219,0.0456,0.0204,0.0080,0.0039,0.0002
0.0115,0.0459,0.3875,0.1651,0.3267,0.0633,6.8500,0.0668,0.1293,0.5496,0.1159,0.1257,0.0127
0.0383,0.0334,0.2322,0.1182,0.3129,0.2650,16.3243,0.1364,0.0759,0.3471,0.1145,0.2077,0.1184
