C3,C4,C5,C6,C7,C8,Pressure,Vapor_Fraction,Temperature
0.1129,0.0272,0.4805,0.0243,0.0224,0.3327,2.055,0.4432,353.1498052
0.1982,0.4424,0.0564,0.0146,0.0489,0.2395,6.8757,0.2174,346.5634236
0.1145,0.1006,0.2676,0.3475,0.1351,0.0347,4.9562,0.4909,380.4418305
0.024,0.0273,0.0419,0.5904,0.0104,0.306,14.133,0.1476,467.295226
0.0403,0.2356,0.0671,0.3717,0.1287,0.1566,14.9518,0.5235,452.8322228
0.2729,0.2395,0.0862,0.1182,0.2727,0.0105,16.0459,0.3306,403.8989859
0.0202,0.2154,0.0637,0.1668,0.2692,0.2647,16.7247,0.7764,485.5912749
0.0901,0.232,0.4732,0.0053,0.0841,0.1153,3.0674,0.2577,333.2215223
0.1257,0.1815,0.0036,0.2704,0.2596,0.1592,11.3119,0.1126,410.7832872
0.3289,0.1489,0.2063,0.0799,0.1714,0.0646,4.3837,0.2579,324.2332984
0.3088,0.2742,0.0199,0.0582,0.0633,0.2756,1.6974,0.4224,305.4579746
0.0061,0.3427,0.1695,0.2105,0.1097,0.1615,17.5678,0.2574,441.5159159
0.2639,0.1572,0.0483,0.2278,0.1596,0.1432,1.4805,0.5055,330.9919867
0.1985,0.0804,0.0417,0.1354,0.5385,0.0055,2.9757,0.2812,356.8944048
0.1655,0.0047,0.1449,0.1736,0.1426,0.3687,7.6889,0.7198,444.9329427
0.5939,0.0128,0.0704,0.0517,0.0659,0.2053,19.5138,0.2848,380.5527834
0.0587,0.1514,0.342,0.0575,0.0457,0.3447,11.7555,0.1178,418.3471009
0.0291,0.1266,0.2237,0.1749,0.4228,0.0229,11.9658,0.9503,454.4890757
0.0598,0.2247,0.2439,0.0669,0.187,0.2177,17.0921,0.7266,467.2584283
0.3185,0.0354,0.0557,0.2836,0.2002,0.1066,2.2157,0.7343,365.9685492
0.0824,0.4149,0.054,0.1613,0.0692,0.2182,10.0751,0.1842,388.045955
0.4427,0.0257,0.2384,0.108,0.1493,0.0359,5.0556,0.6574,359.0047276
0.1018,0.1202,0.2938,0.0393,0.36,0.0849,10.7453,0.9198,445.7239803
0.3479,0.0584,0.1835,0.0415,0.0965,0.2722,4.0423,0.1884,320.6912839
0.2002,0.4958,0.1073,0.0512,0.0537,0.0918,19.8723,0.2225,396.4534142
0.087,0.0936,0.5664,0.2034,0.0458,0.0038,15.08,0.7655,425.4301617
0.2587,0.4903,0.1973,0.0074,0.0424,0.0039,11.6543,0.0163,348.349386
0.0078,0.0383,0.2836,0.3156,0.2569,0.0978,18.4235,0.6678,478.9660613
0.0333,0.0084,0.0119,0.1841,0.5628,0.1995,8.3249,0.3178,456.1205272
0.0027,0.0549,0.2124,0.1948,0.0425,0.4927,2.9343,0.2702,393.1538686
0.4459,0.1132,0.1011,0.0392,0.2999,0.0007,2.3794,0.1095,279.2856831
0.2206,0.1051,0.2891,0.0961,0.2692,0.0199,10.7516,0.3164,393.7282732
0.0277,0.4651,0.1875,0.1061,0.0712,0.1424,6.3798,0.9933,411.7374195
0.0027,0.0071,0.0237,0.2867,0.1338,0.546,12.8667,0.3784,494.0578359
0.0702,0.1017,0.3219,0.1059,0.3506,0.0497,19.7369,0.5157,465.8166794
0.6025,0.1589,0.0998,0.0411,0.0763,0.0214,16.5926,0.6797,373.9429659
0.0788,0.1652,0.5152,0.0788,0.0813,0.0807,1.1047,0.5077,314.0195346
0.0177,0.069,0.1419,0.3115,0.1572,0.3027,11.6181,0.1651,451.7641855
0.0342,0.0276,0.1129,0.4883,0.0002,0.3368,9.4032,0.4747,448.7840076
0.0251,0.2884,0.0037,0.4264,0.0516,0.2048,7.7,0.0006,388.4417232
0.1908,0.2989,0.0553,0.1091,0.1503,0.1956,13.4956,0.5792,430.2201141
0.1432,0.2753,0.1263,0.2557,0.0895,0.11,19.3566,0.5193,442.0426666
0.0186,0.1906,0.0825,0.6244,0.0496,0.0343,13.7717,0.7395,444.5966252
0.0827,0.1907,0.2926,0.093,0.0481,0.2929,16.9484,0.689,464.3791535
0.131,0.098,0.4687,0.0612,0.1678,0.0733,12.4752,0.1711,402.2044937
0.2558,0.1923,0.0022,0.252,0.2337,0.064,13.056,0.9464,444.5235121
0.1355,0.0907,0.1005,0.2996,0.3157,0.058,7.7859,0.8404,428.7274987
0.2884,0.2688,0.0657,0.2262,0.12,0.0309,7.4305,0.9686,400.4816878
0.0072,0.0172,0.0327,0.1715,0.5298,0.2416,14.048,0.7684,494.4498134
0.0624,0.1783,0.3522,0.1389,0.128,0.1402,16.6156,0.5701,448.1033615
0.1261,0.0726,0.2479,0.1129,0.3906,0.0499,16.9314,0.8616,467.9243993
0.2633,0.0604,0.092,0.4187,0.1273,0.0383,13.9769,0.3622,415.9313538
0.2648,0.0597,0.1257,0.4826,0.0286,0.0386,13.1753,0.7428,425.3886156
0.0466,0.6361,0.0332,0.0069,0.0382,0.239,11.666,0.917,437.8857272
0.0207,0.5046,0.0136,0.0958,0.2435,0.1218,13.0319,0.0936,403.8350711
0.1687,0.3487,0.0794,0.2772,0.0985,0.0275,8.6835,0.7241,395.5397349
0.1814,0.3195,0.0674,0.3576,0.064,0.0101,7.693,0.2557,362.8947023
0.0132,0.2787,0.093,0.182,0.2862,0.1469,11.4285,0.2927,431.0069866
0.1673,0.1805,0.0259,0.0793,0.4179,0.1291,12.5299,0.846,458.9395681
0.1369,0.1213,0.0684,0.1304,0.1058,0.4372,14.098,0.0808,432.5640882
0.3501,0.1151,0.1232,0.0189,0.3837,0.009,6.3723,0.0268,325.5726762
0.0496,0.0299,0.1027,0.3279,0.368,0.1219,7.987,0.2399,430.2664351
0.4592,0.0131,0.2315,0.2341,0.0294,0.0327,7.2187,0.4456,349.5914648
0.0441,0.3412,0.2613,0.251,0.0233,0.0791,17.2294,0.7463,437.9932903
0.171,0.1626,0.2378,0.2598,0.0997,0.0691,3.8394,0.7846,375.7229645
0.2815,0.0226,0.5134,0.0009,0.1155,0.0661,15.9493,0.9242,434.4109644
0.0934,0.2946,0.4178,0.1172,0.0423,0.0347,13.7354,0.6546,408.7634148
0.013,0.053,0.2929,0.2019,0.2185,0.2207,16.9513,0.3699,473.7127602
0.2205,0.2832,0.0134,0.1841,0.0536,0.2452,18.3452,0.7863,461.201679
0.1639,0.0605,0.1955,0.0282,0.494,0.0579,10.3412,0.6284,438.7192667
0.1808,0.0205,0.334,0.1819,0.0754,0.2074,2.5155,0.2169,334.7458642
0.5455,0.0669,0.1407,0.0897,0.0587,0.0985,6.2194,0.4487,328.8265863
0.0178,0.0442,0.0697,0.5565,0.0633,0.2485,2.5861,0.0535,370.4782032
0.1912,0.3471,0.0005,0.006,0.3099,0.1453,9.1045,0.4314,396.4537995
0.2432,0.2203,0.4524,0.0398,0.0439,0.0004,7.3535,0.5958,359.0262818
0.2793,0.1248,0.3538,0.1034,0.0298,0.1089,18.9033,0.8831,441.1955086
0.2057,0.17,0.2692,0.0571,0.2961,0.0019,7.9988,0.5741,392.0979648
0.0446,0.0691,0.0094,0.1962,0.3542,0.3265,4.308,0.7104,428.2229337
0.0157,0.0132,0.25,0.0241,0.4794,0.2176,19.8292,0.9832,507.7451828
0.1532,0.1252,0.193,0.3779,0.0186,0.1321,11.7833,0.5667,424.4023326
0.3674,0.0718,0.0673,0.301,0.0227,0.1698,2.8876,0.0689,294.2843115
0.0973,0.0797,0.2115,0.0003,0.3602,0.251,17.9687,0.3842,474.9725894
0.2053,0.1473,0.1117,0.3719,0.0193,0.1445,5.8727,0.581,388.2543269
0.187,0.3202,0.0166,0.0073,0.2205,0.2484,3.9716,0.205,335.4398953
0.0515,0.2145,0.0396,0.1615,0.0881,0.4448,18.4914,0.1193,467.747581
0.0972,0.1032,0.0752,0.0095,0.5177,0.1972,19.1871,0.5145,490.5002527
0.0176,0.2695,0.2757,0.3389,0.0838,0.0145,2.607,0.739,356.1546658
0.0336,0.6298,0.0343,0.1489,0.1191,0.0343,13.792,0.6472,408.5802716
0.1002,0.0046,0.274,0.0505,0.3533,0.2174,17.3647,0.1282,461.249009
0.2534,0.0943,0.1535,0.1489,0.1687,0.1812,2.0975,0.6204,358.419687
0.0328,0.195,0.1887,0.2865,0.2505,0.0465,9.614,0.86,433.7912463
0.0069,0.0568,0.0492,0.64,0.15,0.0971,3.7018,0.9472,403.7691492
0.113,0.1344,0.4897,0.0956,0.0511,0.1162,14.1512,0.2655,411.7616905
0.4258,0.3784,0.0627,0.1044,0.0177,0.011,19.8641,0.5431,380.9183021
0.0748,0.1493,0.2243,0.1628,0.0305,0.3583,6.3335,0.1228,384.8172547
0.1716,0.1539,0.0685,0.1034,0.1808,0.3218,17.8669,0.5149,469.8743059
0.2367,0.1548,0.0283,0.0761,0.0234,0.4807,5.0229,0.2138,358.3626731
0.1335,0.0346,0.3735,0.1502,0.0922,0.216,13.3993,0.1336,419.0711629
0.3777,0.1502,0.2021,0.0591,0.0749,0.136,6.2969,0.1055,323.0753609
0.1531,0.1992,0.04,0.0713,0.3346,0.2018,2.0908,0.8171,383.590146
0.3033,0.1516,0.1335,0.0644,0.2773,0.0699,8.291,0.2646,363.9935807
0,0.2922,0.1979,0.0185,0.2268,0.2646,2.8368,0.7547,392.7203272
0.0928,0.2619,0.0772,0.0764,0.0115,0.4802,13.1315,0.1636,427.2729002
0.0065,0.0555,0.9089,0.0007,0.0113,0.0171,7.4704,0.5126,383.2312294
0.0835,0.2456,0.3085,0.0965,0.2021,0.0638,2.2391,0.4464,338.5463634
0.1633,0.2857,0.3348,0.0703,0.0809,0.065,12.7645,0.6487,405.3091099
0.1438,0.1373,0.2342,0.0274,0.0861,0.3712,12.4137,0.4018,437.0603006
0.0632,0.3978,0.1847,0.1194,0.0777,0.1572,5.5776,0.1439,353.7226579
0.1671,0.2298,0.0839,0.0036,0.4136,0.102,16.8112,0.3976,442.5478655
0.5076,0.0076,0.1311,0.0346,0.0945,0.2246,5.8715,0.4332,344.1755774
0.0142,0.2596,0.0075,0.1506,0.0456,0.5225,16.4672,0.8877,499.6216015
0.0272,0.0988,0.3061,0.2803,0.2652,0.0224,10.771,0.6581,434.884645
0.1514,0.2275,0.0062,0.2328,0.0819,0.3002,16.1791,0.3979,448.842277
0.1451,0.1805,0.4374,0.0423,0.1546,0.0401,3.5767,0.4803,347.5662385
0.1176,0.1562,0.4517,0.0339,0.1842,0.0564,6.1295,0.2991,368.5692967
0.3983,0.0725,0.1012,0.1559,0.2325,0.0396,3.2394,0.5795,348.5682527
0.0115,0.0459,0.3875,0.1651,0.3267,0.0633,6.85,0.9881,427.7399406
0.0383,0.0334,0.2322,0.1182,0.3129,0.265,16.3243,0.8738,490.9685114
0.3424,0.0066,0.0824,0.0759,0.1775,0.3152,3.2167,0.0671,304.9660239
0.021,0.1509,0.0893,0.0792,0.0528,0.6068,4.0303,0.5649,426.4815011
0.1282,0.1358,0.1857,0.3069,0.0269,0.2165,18.7536,0.2527,445.836671
0.4102,0.4153,0.0687,0.0289,0.0153,0.0616,6.9558,0.0276,313.7898746
0.161,0.0612,0.2793,0.2485,0.1497,0.1003,14.5128,0.466,435.0397498
0.1495,0.4514,0.0926,0.2156,0.0353,0.0556,14.9042,0.4633,400.4455763
0.5962,0.1032,0.0646,0.0567,0.088,0.0913,8.5451,0.6745,360.4605768
0.1564,0.1386,0.0519,0.238,0.2612,0.1539,7.9771,0.6285,425.5914078
0.0136,0.0902,0.3984,0.1472,0.0041,0.3465,5.888,0.2013,397.3294962
0.0294,0.0429,0.1484,0.2557,0.4567,0.0669,2.5271,0.0002,357.9503965
0.0242,0.2041,0.0577,0.0211,0.2461,0.4468,19.943,0.5463,504.0024604
0.0503,0.2794,0.3338,0.1153,0.077,0.1442,17.325,0.9527,458.2160046
0.2049,0.0575,0.1394,0.0993,0.2113,0.2876,13.5455,0.4798,450.8491782
0.183,0.0348,0.2341,0.0686,0.3559,0.1236,9.2342,0.115,391.5483942
0.3984,0.1598,0.2001,0.2342,0.0046,0.0029,18.0517,0.2686,382.3049988
0.1944,0.0914,0.0322,0.3309,0.1064,0.2447,7.0158,0.425,407.7906033
0.1165,0.1817,0.1412,0.0987,0.2772,0.1847,15.6533,0.4503,452.0145579
0.1571,0.1996,0.232,0.0031,0.312,0.0962,3.5436,0.9337,393.0768829
0.5057,0.0177,0.0205,0.0775,0.3523,0.0263,7.1147,0.6889,392.4568257
0.0658,0.0271,0.0864,0.1144,0.124,0.5823,4.0806,0.4927,428.5417438
0.097,0.0036,0.5581,0.1244,0.1113,0.1056,5.0531,0.1231,365.1402879
0.3077,0.3292,0.0912,0.0046,0.0745,0.1928,15.1823,0.7271,424.2451808
0.1324,0.1182,0.0767,0.0347,0.252,0.386,7.2132,0.8975,451.3972301
0.2435,0.1702,0.1291,0.0144,0.1956,0.2472,19.1103,0.4538,448.6739965
0.1346,0.0413,0.2397,0.4435,0.0449,0.096,13.1501,0.9899,448.891495
0.0018,0.0867,0.6,0.1542,0.1523,0.005,5.8927,0.1712,380.6873478
0.0213,0.2299,0.1005,0.0395,0.1009,0.5079,15.1736,0.3344,472.7871796
0.1174,0.0679,0.2489,0.0341,0.12,0.4117,14.0879,0.4607,463.2963146
0.0086,0.0361,0.1682,0.6045,0.0405,0.1421,2.1007,0.2865,363.9383473
0.2878,0.1704,0.1204,0.3261,0.0054,0.0899,7.8654,0.1058,347.0324051
0.0411,0.3504,0.1029,0.026,0.4711,0.0085,3.4096,0.9047,389.9809484
0.0685,0.0069,0.0225,0.4768,0.3027,0.1226,4.0538,0.2031,396.4947689
0.2755,0.1003,0.1929,0.0946,0.2855,0.0512,17.9659,0.049,401.1341479
0.2253,0.2363,0.1906,0.0184,0.2947,0.0347,12.5887,0.2318,387.5866638
0.12,0.1452,0.0214,0.3427,0.3574,0.0133,15.2281,0.4869,451.0867613
0.0058,0.2958,0.128,0.0219,0.1192,0.4293,17.524,0.1925,462.9338596
0.2228,0.1342,0.3044,0.1312,0.0909,0.1165,2.8891,0.3428,330.7139155
0.1914,0.1228,0.196,0.3222,0.0651,0.1025,9.212,0.2587,387.490351
0.1407,0.1946,0.1673,0.1732,0.2566,0.0676,4.5227,0.1788,351.4708046
0.0911,0.2058,0.0549,0.0162,0.5988,0.0332,5.2288,0.7238,414.0828197
0.0084,0.0863,0.0179,0.0889,0.2232,0.5753,7.9089,0.6637,470.398413
0.5061,0.174,0.0243,0.0836,0.169,0.043,9.2837,0.7577,384.772241
0.0953,0.2516,0.0586,0.1032,0.1172,0.3741,10.2153,0.3058,424.05028
0.2012,0.0911,0.1768,0.2781,0.0664,0.1864,4.9843,0.8373,404.6758826
0.0622,0.1245,0.2215,0.0516,0.2937,0.2465,10.0144,0.0029,409.2343898
0.4831,0.0753,0.1235,0.2172,0.0183,0.0826,14.8817,0.203,365.1255231
0.0931,0.0164,0.0395,0.3364,0.4998,0.0148,13.9572,0.8241,470.5986846
0.031,0.1981,0.149,0.5742,0.0461,0.0016,14.2414,0.7435,438.5753172
0.317,0.0731,0.0737,0.2939,0.1956,0.0467,14.1835,0.9415,444.0472034
0.123,0.5021,0.047,0.0119,0.0068,0.3092,5.8092,0.1405,342.8284151
0.046,0.0362,0.2016,0.2052,0.4662,0.0448,5.539,0.9658,423.8383419
0.0393,0.0762,0.5913,0.2179,0.0614,0.0139,2.5638,0.8347,354.8214336
0.3392,0.0217,0.2281,0.1828,0.1488,0.0794,10.6566,0.6445,409.9332284
0.2841,0.2045,0.0545,0.096,0.1427,0.2182,19.7768,0.7317,461.0272363
0.0436,0.3989,0.0821,0.1604,0.2464,0.0686,16.2319,0.9734,457.6322781
0.2045,0.4349,0.077,0.0411,0.0711,0.1714,3.8664,0.2125,318.934434
0.1343,0.1376,0.243,0.168,0.1337,0.1834,6.2882,0.5408,399.7480082
0.038,0.0863,0.0276,0.0546,0.4346,0.3589,1.3077,0.3545,374.2364896
0.0206,0.4231,0.2413,0.0409,0.2228,0.0513,12.5026,0.2826,404.279964
0.2344,0.3005,0.0263,0.0404,0.3673,0.0311,16.9717,0.6537,438.3088592
0.5482,0.0663,0.1865,0.0429,0.0334,0.1227,14.3239,0.6643,389.4705453
0.7247,0.0242,0.1166,0.0399,0.0282,0.0664,9.0997,0.1483,312.4645363
0.2554,0.3403,0.1234,0.002,0.074,0.2049,4.9951,0.7247,378.6386171
0.0026,0.1086,0.2983,0.1297,0.2583,0.2025,13.5722,0.1574,448.6755094
0.0061,0.1257,0.2438,0.0494,0.3104,0.2646,19.2495,0.3791,485.5928967
0.1124,0.1794,0.0048,0.5298,0.0686,0.105,10.0851,0.5051,422.7588107
0.0576,0.0141,0.0394,0.2458,0.6325,0.0106,1.5798,0.3638,369.877567
0.365,0.2932,0.14,0.0671,0.0126,0.1221,2.8312,0.3157,297.3403569
0.0543,0.234,0.0898,0.0672,0.4316,0.1231,8.6665,0.4054,423.9993291
0.0222,0.2611,0.379,0.1149,0.1911,0.0317,3.3063,0.1826,344.4570329
0.0682,0.1334,0.2721,0.0359,0.3157,0.1747,6.6484,0.4276,409.3707705
0.1042,0.0536,0.2921,0.2267,0.101,0.2224,12.8219,0.9205,461.019332
0.5064,0.2064,0.051,0.0828,0.0929,0.0605,2.8113,0.183,280.9404518
0.1414,0.1496,0.0879,0.0055,0.1857,0.4299,8.3473,0.1496,401.217464
0.0372,0.1255,0.0933,0.5399,0.1883,0.0158,9.0273,0.5009,424.4253475
0.4082,0.1171,0.2188,0.0884,0.1436,0.0239,19.5276,0.3984,399.6183267
0.2565,0.0547,0.1319,0.1258,0.4265,0.0046,7.3137,0.8911,420.1526956
0.065,0.0392,0.2769,0.1205,0.1303,0.3681,6.083,0.5374,426.1161448
0.0908,0.0813,0.3246,0.115,0.1384,0.2499,19.3531,0.5677,473.4397332
0.039,0.1685,0.4746,0.1905,0.0254,0.102,15.2773,0.3604,427.5883815
0.1106,0.009,0.3597,0.3154,0.0995,0.1058,12.3234,0.6055,436.7712422
0.0606,0.0064,0.0838,0.6859,0.1072,0.0561,6.2121,0.0273,395.2731956
0.0797,0.1937,0.5162,0.0179,0.1626,0.0299,15.181,0.7511,428.9468461
0.2776,0.178,0.0184,0.2625,0.2233,0.0402,12.1738,0.0183,370.3482795
0.1658,0.3929,0.0147,0.2157,0.1902,0.0207,4.7232,0.1019,330.461608
0.0524,0.074,0.581,0.0524,0.1086,0.1316,6.9639,0.2507,387.6146
0.0127,0.6666,0.0882,0.0232,0.1861,0.0232,11.0194,0.2554,379.4786209
0.4323,0.1105,0.0188,0.0051,0.0011,0.4322,19.1286,0.5943,454.809775
0.0634,0.0385,0.0481,0.2511,0.587,0.0119,16.3538,0.1863,471.4554379
0.2172,0.4654,0.029,0.144,0.107,0.0374,4.7563,0.2112,323.914417
0.1944,0.6382,0.0286,0.0789,0.0562,0.0037,11.3701,0.7817,374.27717
0.0425,0.0659,0.1804,0.091,0.2852,0.335,4.5825,0.5221,419.3424067
0.0744,0.2078,0.029,0.1029,0.359,0.2269,14.1007,0.7514,473.0983533
0.3238,0.1685,0.0003,0.0565,0.0235,0.4274,13.5665,0.5161,437.6050803
0.0294,0.0891,0.2098,0.5158,0.0459,0.11,13.9588,0.0551,436.7113671
0.0051,0.633,0.0177,0.2402,0.0006,0.1034,11.3827,0.2211,386.5906153
0.2551,0.0463,0.1837,0.108,0.3691,0.0378,5.4153,0.2523,360.9948962
0.0548,0.3631,0.1201,0.0662,0.2454,0.1504,2.4053,0.9858,385.5308961
0.1835,0.2483,0.1267,0.0964,0.3236,0.0215,17.1303,0.6938,443.4905254
0.0176,0.2308,0.4029,0.1211,0.1908,0.0368,15.6468,0.7532,442.1850199
0.0631,0.1314,0.1409,0.2024,0.1853,0.2769,15.8909,0.7206,477.8647961
0.0452,0.0137,0.0392,0.0274,0.638,0.2365,4.9179,0.7922,438.7153703
0.2568,0.1663,0.1098,0.1444,0.3205,0.0022,7.8456,0.2217,364.3025034
0.0135,0.3238,0.2447,0.0387,0.079,0.3003,2.38,0.5242,361.3704844
0.0202,0.0049,0.0343,0.6137,0.2866,0.0403,19.5484,0.9422,491.7386378
0.0396,0.0725,0.0222,0.0208,0.3385,0.5064,5.1333,0.8774,449.4132511
0.0594,0.0067,0.2477,0.1138,0.0011,0.5713,9.8122,0.4915,463.3410336
0.0638,0.0012,0.2489,0.1695,0.0225,0.4941,15.4617,0.3115,477.960085
0.2279,0.0459,0.1071,0.4882,0.1027,0.0282,11.9595,0.2388,404.0983149
0.4308,0.0328,0.2673,0.0053,0.0416,0.2222,6.2599,0.1527,323.6705096
0.307,0.0379,0.1804,0.1019,0.1922,0.1806,12.4418,0.3541,409.2470172
0.1064,0.1108,0.1872,0.2117,0.2957,0.0882,8.5182,0.0218,386.9882846
0.0055,0.2923,0.4205,0.0467,0.0438,0.1912,4.2154,0.9569,399.4117544
0.107,0.0959,0.2567,0.2893,0.0754,0.1757,16.7812,0.4031,449.0821419
0.0161,0.1246,0.0109,0.2558,0.1414,0.4512,6.7804,0.7078,450.9394329
0.2056,0.1704,0.0802,0.209,0.2967,0.0381,15.6392,0.931,454.7285278
0.0582,0.1359,0.005,0.429,0.0355,0.3364,9.7697,0.9432,461.4056787
0.0426,0.0189,0.3386,0.0696,0.3051,0.2252,4.8666,0.9529,425.7161643
0.4087,0.2935,0.1322,0.0904,0.0289,0.0463,9.305,0.8279,374.2292675
0.3335,0.1594,0.0405,0.1764,0.0775,0.2127,3.8554,0.9588,399.9648468
0.0281,0.0175,0.0975,0.2507,0.1307,0.4755,13.7139,0.0245,473.7615512
0.0674,0.2082,0.0444,0.2212,0.3829,0.0759,12.4258,0.7548,454.350707
0.1461,0.2956,0.1363,0.3075,0.0624,0.0521,5.5366,0.437,364.5777585
0.0518,0.147,0.1467,0.0333,0.4352,0.186,16.6449,0.2839,467.0501968
0.1796,0.4864,0.0815,0.1552,0.0677,0.0296,19.7748,0.2018,399.0475436
0.178,0.2276,0.0032,0.1722,0.1442,0.2748,10.3001,0.0988,387.1708208
0.072,0.1394,0.2244,0.0906,0.0125,0.4611,16.2938,0.2326,458.678979
0.0359,0.1806,0.5846,0.0565,0.0881,0.0543,2.7545,0.4823,343.7422673
0.0302,0.0073,0.4946,0.1282,0.0489,0.2908,3.5978,0.1255,371.1841024
0.0246,0.0897,0.1935,0.0179,0.279,0.3953,1.5338,0.9137,390.489524
0.036,0.1529,0.0772,0.5913,0.0387,0.1039,7.5234,0.7486,420.7553858
0.0425,0.2145,0.2243,0.3486,0.017,0.1531,10.3104,0.6895,427.8554751
0.0719,0.0793,0.1171,0.4813,0.025,0.2254,9.9801,0.112,419.0628919
0.425,0.1574,0.0256,0.1828,0.0578,0.1514,13.1685,0.3754,380.4791372
0.0289,0.0497,0.5573,0.2504,0.0706,0.0431,18.0496,0.5861,448.6772932
0.0856,0.0511,0.2215,0.0545,0.0416,0.5457,8.3659,0.8361,463.1400345
0.1144,0.3252,0.1291,0.2172,0.1647,0.0494,11.8582,0.5421,412.7822345
0.1298,0.0467,0.0117,0.6566,0.1302,0.025,6.5109,0.7854,413.165098
0.0489,0.0088,0.1944,0.1291,0.1384,0.4804,16.4556,0.3171,490.0820727
0.1514,0.1335,0.0199,0.295,0.0925,0.3077,15.3203,0.2522,445.1992357
0.1153,0.2121,0.2957,0.0014,0.3533,0.0222,14.813,0.9579,449.5503523
0.2935,0.1944,0.0865,0.0266,0.1297,0.2693,16.8191,0.0417,390.7142172
0.0019,0.0749,0.0032,0.5225,0.1947,0.2028,14.4633,0.5419,476.975748
0.1661,0.1159,0.063,0.5449,0.0948,0.0153,18.3707,0.7568,453.2228278
0.0127,0.0689,0.2181,0.1555,0.5142,0.0306,4.3142,0.089,388.4369097
0.3726,0.1125,0.0631,0.0332,0.033,0.3856,4.584,0.573,384.4555607
0.0609,0.3432,0.0244,0.4449,0.0782,0.0484,17.0769,0.8939,450.8686002
0.1497,0.0807,0.2543,0.1635,0.1796,0.1722,5.1407,0.1459,362.6378847
0.1444,0.0436,0.1098,0.5015,0.0418,0.1589,16.6527,0.2246,444.5250311
0.2728,0.1963,0.099,0.1217,0.2164,0.0938,10.6204,0.1593,370.9536909
0.012,0.1085,0.2495,0.164,0.3821,0.0839,7.982,0.5438,428.9615571
0.7465,0.0479,0.035,0.1039,0.0471,0.0196,9.0816,0.3923,317.1391841
0.2845,0.5055,0.0632,0.0728,0.0575,0.0165,13.6685,0.4484,368.4115273
0.3657,0.1431,0.0661,0.2045,0.1722,0.0484,13.0919,0.0862,365.8626026
0.182,0.0349,0.0211,0.1992,0.153,0.4098,9.5028,0.8324,463.8397575
0.0722,0.0315,0.3377,0.176,0.3741,0.0085,19.8995,0.7166,473.2764198
0.0354,0.2763,0.0798,0.0775,0.501,0.03,12.1562,0.6407,447.1756106
0.4434,0.1336,0.1316,0.187,0.0132,0.0912,1.4139,0.5956,300.0045471
0.1875,0.2085,0.1206,0.3212,0.1508,0.0114,17.1983,0.3779,423.7117041
0.2906,0.027,0.4065,0.2151,0.0105,0.0503,13.9907,0.0143,374.8459104
0.0863,0.2917,0.0434,0.0814,0.3281,0.1691,8.6861,0.9739,444.7111279
0.183,0.0525,0.1498,0.0382,0.1245,0.452,19.6816,0.2804,472.8857363
0.0288,0.2028,0.3523,0.2101,0.0642,0.1418,6.8425,0.4162,393.6084473
0.0999,0.0808,0.2407,0.2298,0.0208,0.328,9.4519,0.0759,403.7443492
0.0796,0.35,0.1212,0.0039,0.3475,0.0978,18.4119,0.3371,441.2132112
0.273,0.0367,0.1386,0.1546,0.3033,0.0938,7.4114,0.8731,423.9073222
0.0775,0.024,0.446,0.1053,0.2858,0.0614,2.6827,0.9377,382.14838
0.1112,0.0947,0.2556,0.1083,0.0125,0.4177,16.4392,0.4326,465.0719422
0.063,0.3788,0.0485,0.2301,0.1449,0.1347,18.7131,0.2945,439.2063312
0.1484,0.1917,0.0658,0.1744,0.1756,0.2441,10.9484,0.5768,438.8063984
0.0258,0.2959,0.0345,0.1566,0.0537,0.4335,13.5517,0.9843,482.689354
0.3268,0.2184,0.0338,0.049,0.0082,0.3638,10.2891,0.768,436.5224313
0.2636,0.1929,0.1877,0.0699,0.1118,0.1741,9.5734,0.1554,363.8570984
0.4912,0.032,0.03,0.3136,0.0918,0.0414,14.2186,0.6623,408.2882212
0.1989,0.0757,0.0581,0.1756,0.253,0.2387,8.0018,0.9082,444.6290813
0.2886,0.0044,0.1744,0.2715,0.1521,0.109,17.8847,0.6781,452.0133893
0.0788,0.063,0.2753,0.0508,0.2566,0.2755,5.0637,0.8843,426.5840155
0.1208,0.1866,0.1209,0.4521,0.0796,0.04,18.7303,0.7832,453.4229121
0.2145,0.3207,0.1014,0.0881,0.2152,0.0601,5.3733,0.0793,330.1068009
0.1166,0.0137,0.0872,0.3237,0.07,0.3888,3.6027,0.341,395.125579
0.2934,0.022,0.5665,0.0016,0.0844,0.0321,11.3046,0.0948,363.0683565
0.3067,0.1503,0.2,0.1862,0.0973,0.0595,18.486,0.1364,395.9253907
0.0937,0.012,0.5922,0.1593,0.0094,0.1334,17.4069,0.9717,457.9141532
0.1369,0.1353,0.1976,0.2929,0.2145,0.0228,7.8244,0.6177,406.5989209
0.0361,0.2652,0.1646,0.1156,0.1966,0.2219,10.315,0.6295,438.9912823
0.0835,0.0594,0.2333,0.3001,0.0724,0.2513,5.7683,0.8178,422.6763371
0.1558,0.4462,0.0467,0.0698,0.1655,0.116,8.9149,0.6821,401.0823864
0.0092,0.2141,0.0967,0.175,0.0189,0.4861,14.2965,0.7467,484.1843666
0.4655,0.0589,0.1385,0.0835,0.2161,0.0375,11.928,0.1605,353.6677481
0.0483,0.4237,0.0059,0.242,0.0191,0.261,14.6358,0.6524,448.0574915
0.2072,0.0328,0.4484,0.0652,0.1233,0.1231,10.1937,0.0594,374.8417996
