C3,C4,C5,C6,C7,C8,Pressure,LH
0.0251,0.2884,0.0037,0.4264,0.0516,0.2048,7.7000,32.9323
0.1908,0.2989,0.0553,0.1091,0.1503,0.1956,13.4956,33.4957
0.1432,0.2753,0.1263,0.2557,0.0895,0.1100,19.3566,25.5221
0.0186,0.1906,0.0825,0.6244,0.0496,0.0343,13.7717,23.0925
0.0827,0.1907,0.2926,0.0930,0.0481,0.2929,16.9484,29.2163
0.1310,0.0980,0.4687,0.0612,0.1678,0.0733,12.4752,28.2138
0.2558,0.1923,0.0022,0.2520,0.2337,0.0640,13.0560,32.3647
0.1355,0.0907,0.1005,0.2996,0.3157,0.0580,7.7859,34.3794
0.2884,0.2688,0.0657,0.2262,0.1200,0.0309,7.4305,31.3778
0.0072,0.0172,0.0327,0.1715,0.5298,0.2416,14.0480,22.4316
0.0624,0.1783,0.3522,0.1389,0.1280,0.1402,16.6156,25.7393
0.1261,0.0726,0.2479,0.1129,0.3906,0.0499,16.9314,26.9827
0.2633,0.0604,0.0920,0.4187,0.1273,0.0383,13.9769,29.7843
0.2648,0.0597,0.1257,0.4826,0.0286,0.0386,13.1753,28.6692
0.0466,0.6361,0.0332,0.0069,0.0382,0.2390,11.6660,31.5502
0.0207,0.5046,0.0136,0.0958,0.2435,0.1218,13.0319,29.6987
0.1687,0.3487,0.0794,0.2772,0.0985,0.0275,8.6835,29.4756
0.1814,0.3195,0.0674,0.3576,0.0640,0.0101,7.6930,29.2056
0.0132,0.2787,0.0930,0.1820,0.2862,0.1469,11.4285,30.1779
0.1673,0.1805,0.0259,0.0793,0.4179,0.1291,12.5299,34.9359
0.1369,0.1213,0.0684,0.1304,0.1058,0.4372,14.0980,36.0598
0.3501,0.1151,0.1232,0.0189,0.3837,0.0090,6.3723,35.9851
0.0496,0.0299,0.1027,0.3279,0.3680,0.1219,7.9870,31.0592
0.4592,0.0131,0.2315,0.2341,0.0294,0.0327,7.2187,30.4658
0.0441,0.3412,0.2613,0.2510,0.0233,0.0791,17.2294,22.7988
0.1710,0.1626,0.2378,0.2598,0.0997,0.0691,3.8394,34.6950
0.2815,0.0226,0.5134,0.0009,0.1155,0.0661,15.9493,26.9477
0.0934,0.2946,0.4178,0.1172,0.0423,0.0347,13.7354,23.4283
0.0130,0.0530,0.2929,0.2019,0.2185,0.2207,16.9513,23.4318
0.2205,0.2832,0.0134,0.1841,0.0536,0.2452,18.3452,31.3676
0.1639,0.0605,0.1955,0.0282,0.4940,0.0579,10.3412,34.5688
0.1808,0.0205,0.3340,0.1819,0.0754,0.2074,2.5155,40.3411
0.5455,0.0669,0.1407,0.0897,0.0587,0.0985,6.2194,32.7430
0.0178,0.0442,0.0697,0.5565,0.0633,0.2485,2.5861,35.2965
0.1912,0.3471,0.0005,0.0060,0.3099,0.1453,9.1045,36.5506
0.2432,0.2203,0.4524,0.0398,0.0439,0.0004,7.3535,25.5699
0.2793,0.1248,0.3538,0.1034,0.0298,0.1089,18.9033,25.9599
0.2057,0.1700,0.2692,0.0571,0.2961,0.0019,7.9988,32.0061
0.0446,0.0691,0.0094,0.1962,0.3542,0.3265,4.3080,38.3718
0.0157,0.0132,0.2500,0.0241,0.4794,0.2176,19.8292,19.8872
0.1532,0.1252,0.1930,0.3779,0.0186,0.1321,11.7833,30.3346
0.3674,0.0718,0.0673,0.3010,0.0227,0.1698,2.8876,39.2263
0.0973,0.0797,0.2115,0.0003,0.3602,0.2510,17.9687,28.4079
0.2053,0.1473,0.1117,0.3719,0.0193,0.1445,5.8727,35.8357
0.1870,0.3202,0.0166,0.0073,0.2205,0.2484,3.9716,41.4962
0.0515,0.2145,0.0396,0.1615,0.0881,0.4448,18.4914,28.8194
0.0972,0.1032,0.0752,0.0095,0.5177,0.1972,19.1871,26.7593
0.0176,0.2695,0.2757,0.3389,0.0838,0.0145,2.6070,30.6977
0.0336,0.6298,0.0343,0.1489,0.1191,0.0343,13.7920,24.6144
0.1002,0.0046,0.2740,0.0505,0.3533,0.2174,17.3647,27.3413
0.2534,0.0943,0.1535,0.1489,0.1687,0.1812,2.0975,41.6336
0.0328,0.1950,0.1887,0.2865,0.2505,0.0465,9.6140,28.8162
0.0069,0.0568,0.0492,0.6400,0.1500,0.0971,3.7018,30.9168
0.1130,0.1344,0.4897,0.0956,0.0511,0.1162,14.1512,26.6560
0.4258,0.3784,0.0627,0.1044,0.0177,0.0110,19.8641,19.3979
0.0748,0.1493,0.2243,0.1628,0.0305,0.3583,6.3335,38.2055
0.1716,0.1539,0.0685,0.1034,0.1808,0.3218,17.8669,32.9603
0.2367,0.1548,0.0283,0.0761,0.0234,0.4807,5.0229,46.4327
0.1335,0.0346,0.3735,0.1502,0.0922,0.2160,13.3993,30.9543
0.3777,0.1502,0.2021,0.0591,0.0749,0.1360,6.2969,34.7503
0.1531,0.1992,0.0400,0.0713,0.3346,0.2018,2.0908,43.5036
0.3033,0.1516,0.1335,0.0644,0.2773,0.0699,8.2910,35.3373
0.0000,0.2922,0.1979,0.0185,0.2268,0.2646,2.8368,38.7445
0.0928,0.2619,0.0772,0.0764,0.0115,0.4802,13.1315,36.8512
0.0065,0.0555,0.9089,0.0007,0.0113,0.0171,7.4704,22.4463
0.0835,0.2456,0.3085,0.0965,0.2021,0.0638,2.2391,35.2694
0.1633,0.2857,0.3348,0.0703,0.0809,0.0650,12.7645,26.8615
0.1438,0.1373,0.2342,0.0274,0.0861,0.3712,12.4137,36.5015
0.0632,0.3978,0.1847,0.1194,0.0777,0.1572,5.5776,33.7403
0.1671,0.2298,0.0839,0.0036,0.4136,0.1020,16.8112,31.0306
0.5076,0.0076,0.1311,0.0346,0.0945,0.2246,5.8715,39.2380
0.0142,0.2596,0.0075,0.1506,0.0456,0.5225,16.4672,30.0879
0.0272,0.0988,0.3061,0.2803,0.2652,0.0224,10.7710,26.2993
0.1514,0.2275,0.0062,0.2328,0.0819,0.3002,16.1791,32.8960
0.1451,0.1805,0.4374,0.0423,0.1546,0.0401,3.5767,32.7672
0.1176,0.1562,0.4517,0.0339,0.1842,0.0564,6.1295,31.7649
0.3983,0.0725,0.1012,0.1559,0.2325,0.0396,3.2394,36.9102
0.0115,0.0459,0.3875,0.1651,0.3267,0.0633,6.8500,29.3517
0.0383,0.0334,0.2322,0.1182,0.3129,0.2650,16.3243,25.4068
0.3424,0.0066,0.0824,0.0759,0.1775,0.3152,3.2167,46.0073
0.0210,0.1509,0.0893,0.0792,0.0528,0.6068,4.0303,42.1499
0.1282,0.1358,0.1857,0.3069,0.0269,0.2165,18.7536,26.9959
0.4102,0.4153,0.0687,0.0289,0.0153,0.0616,6.9558,27.2615
0.1610,0.0612,0.2793,0.2485,0.1497,0.1003,14.5128,28.8159
0.1495,0.4514,0.0926,0.2156,0.0353,0.0556,14.9042,25.0468
0.5962,0.1032,0.0646,0.0567,0.0880,0.0913,8.5451,31.2846
0.1564,0.1386,0.0519,0.2380,0.2612,0.1539,7.9771,37.0393
0.0136,0.0902,0.3984,0.1472,0.0041,0.3465,5.8880,34.6419
0.0294,0.0429,0.1484,0.2557,0.4567,0.0669,2.5271,35.5124
0.0242,0.2041,0.0577,0.0211,0.2461,0.4468,19.9430,25.7051
0.0503,0.2794,0.3338,0.1153,0.0770,0.1442,17.3250,25.0697
0.2049,0.0575,0.1394,0.0993,0.2113,0.2876,13.5455,36.4451
0.1830,0.0348,0.2341,0.0686,0.3559,0.1236,9.2342,36.1707
0.3984,0.1598,0.2001,0.2342,0.0046,0.0029,18.0517,22.0985
0.1944,0.0914,0.0322,0.3309,0.1064,0.2447,7.0158,39.4998
0.1165,0.1817,0.1412,0.0987,0.2772,0.1847,15.6533,30.7916
0.1571,0.1996,0.2320,0.0031,0.3120,0.0962,3.5436,37.9652
0.5057,0.0177,0.0205,0.0775,0.3523,0.0263,7.1147,36.6814
0.0658,0.0271,0.0864,0.1144,0.1240,0.5823,4.0806,42.7171
0.0970,0.0036,0.5581,0.1244,0.1113,0.1056,5.0531,32.8343
0.3077,0.3292,0.0912,0.0046,0.0745,0.1928,15.1823,31.5391
0.1324,0.1182,0.0767,0.0347,0.2520,0.3860,7.2132,42.2087
0.2435,0.1702,0.1291,0.0144,0.1956,0.2472,19.1103,32.5052
0.1346,0.0413,0.2397,0.4435,0.0449,0.0960,13.1501,27.8270
0.0018,0.0867,0.6000,0.1542,0.1523,0.0050,5.8927,26.4147
0.0213,0.2299,0.1005,0.0395,0.1009,0.5079,15.1736,31.7409
0.1174,0.0679,0.2489,0.0341,0.1200,0.4117,14.0879,34.3829
0.0086,0.0361,0.1682,0.6045,0.0405,0.1421,2.1007,33.0539
0.2878,0.1704,0.1204,0.3261,0.0054,0.0899,7.8654,32.3949
0.0411,0.3504,0.1029,0.0260,0.4711,0.0085,3.4096,35.6145
0.0685,0.0069,0.0225,0.4768,0.3027,0.1226,4.0538,35.5017
0.2755,0.1003,0.1929,0.0946,0.2855,0.0512,17.9659,29.0694
0.2253,0.2363,0.1906,0.0184,0.2947,0.0347,12.5887,30.5695
0.1200,0.1452,0.0214,0.3427,0.3574,0.0133,15.2281,27.7062
0.0058,0.2958,0.1280,0.0219,0.1192,0.4293,17.5240,29.3360
0.2228,0.1342,0.3044,0.1312,0.0909,0.1165,2.8891,36.7023
0.1914,0.1228,0.1960,0.3222,0.0651,0.1025,9.2120,32.3702
0.1407,0.1946,0.1673,0.1732,0.2566,0.0676,4.5227,36.0893
0.0911,0.2058,0.0549,0.0162,0.5988,0.0332,5.2288,37.7122
0.0084,0.0863,0.0179,0.0889,0.2232,0.5753,7.9089,33.0264
0.5061,0.1740,0.0243,0.0836,0.1690,0.0430,9.2837,31.0988
0.0953,0.2516,0.0586,0.1032,0.1172,0.3741,10.2153,37.7746
0.2012,0.0911,0.1768,0.2781,0.0664,0.1864,4.9843,38.2977
0.0622,0.1245,0.2215,0.0516,0.2937,0.2465,10.0144,33.9219
0.4831,0.0753,0.1235,0.2172,0.0183,0.0826,14.8817,28.7123
0.0931,0.0164,0.0395,0.3364,0.4998,0.0148,13.9572,26.6505
0.0310,0.1981,0.1490,0.5742,0.0461,0.0016,14.2414,22.2208
0.3170,0.0731,0.0737,0.2939,0.1956,0.0467,14.1835,31.4129
0.1230,0.5021,0.0470,0.0119,0.0068,0.3092,5.8092,37.6942
0.0460,0.0362,0.2016,0.2052,0.4662,0.0448,5.5390,32.7556
0.0393,0.0762,0.5913,0.2179,0.0614,0.0139,2.5638,29.6050
0.3392,0.0217,0.2281,0.1828,0.1488,0.0794,10.6566,33.2733
0.2841,0.2045,0.0545,0.0960,0.1427,0.2182,19.7768,31.6245
0.0436,0.3989,0.0821,0.1604,0.2464,0.0686,16.2319,26.3215
0.2045,0.4349,0.0770,0.0411,0.0711,0.1714,3.8664,35.7794
0.1343,0.1376,0.2430,0.1680,0.1337,0.1834,6.2882,36.4704
0.0380,0.0863,0.0276,0.0546,0.4346,0.3589,1.3077,44.3490
0.0206,0.4231,0.2413,0.0409,0.2228,0.0513,12.5026,26.7785
0.2344,0.3005,0.0263,0.0404,0.3673,0.0311,16.9717,29.6355
0.5482,0.0663,0.1865,0.0429,0.0334,0.1227,14.3239,29.5008
0.7247,0.0242,0.1166,0.0399,0.0282,0.0664,9.0997,27.4024
0.2554,0.3403,0.1234,0.0020,0.0740,0.2049,4.9951,36.7394
0.0026,0.1086,0.2983,0.1297,0.2583,0.2025,13.5722,26.7110
0.0061,0.1257,0.2438,0.0494,0.3104,0.2646,19.2495,23.1654
0.1124,0.1794,0.0048,0.5298,0.0686,0.1050,10.0851,31.0126
0.0576,0.0141,0.0394,0.2458,0.6325,0.0106,1.5798,38.7887
0.3650,0.2932,0.1400,0.0671,0.0126,0.1221,2.8312,33.6926
0.0543,0.2340,0.0898,0.0672,0.4316,0.1231,8.6665,34.2537
0.0222,0.2611,0.3790,0.1149,0.1911,0.0317,3.3063,31.5908
0.0682,0.1334,0.2721,0.0359,0.3157,0.1747,6.6484,35.7197
0.1042,0.0536,0.2921,0.2267,0.1010,0.2224,12.8219,30.7574
0.5064,0.2064,0.0510,0.0828,0.0929,0.0605,2.8113,32.4827
0.1414,0.1496,0.0879,0.0055,0.1857,0.4299,8.3473,42.1615
0.0372,0.1255,0.0933,0.5399,0.1883,0.0158,9.0273,27.5032
0.4082,0.1171,0.2188,0.0884,0.1436,0.0239,19.5276,25.2112
0.2565,0.0547,0.1319,0.1258,0.4265,0.0046,7.3137,36.6002
0.0650,0.0392,0.2769,0.1205,0.1303,0.3681,6.0830,37.7596
0.0908,0.0813,0.3246,0.1150,0.1384,0.2499,19.3531,26.1193
0.0390,0.1685,0.4746,0.1905,0.0254,0.1020,15.2773,23.6355
0.1106,0.0090,0.3597,0.3154,0.0995,0.1058,12.3234,28.1088
0.0606,0.0064,0.0838,0.6859,0.1072,0.0561,6.2121,29.8282
0.0797,0.1937,0.5162,0.0179,0.1626,0.0299,15.1810,23.6684
0.2776,0.1780,0.0184,0.2625,0.2233,0.0402,12.1738,32.1138
0.1658,0.3929,0.0147,0.2157,0.1902,0.0207,4.7232,32.9856
0.0524,0.0740,0.5810,0.0524,0.1086,0.1316,6.9639,30.7750
0.0127,0.6666,0.0882,0.0232,0.1861,0.0232,11.0194,25.7877
0.4323,0.1105,0.0188,0.0051,0.0011,0.4322,19.1286,38.3696
0.0634,0.0385,0.0481,0.2511,0.5870,0.0119,16.3538,23.5267
0.2172,0.4654,0.0290,0.1440,0.1070,0.0374,4.7563,31.0337
0.1944,0.6382,0.0286,0.0789,0.0562,0.0037,11.3701,22.6411
0.0425,0.0659,0.1804,0.0910,0.2852,0.3350,4.5825,38.4551
0.0744,0.2078,0.0290,0.1029,0.3590,0.2269,14.1007,31.8665
0.3238,0.1685,0.0003,0.0565,0.0235,0.4274,13.5665,40.7502
0.0294,0.0891,0.2098,0.5158,0.0459,0.1100,13.9588,24.1313
0.0051,0.6330,0.0177,0.2402,0.0006,0.1034,11.3827,26.6487
0.2551,0.0463,0.1837,0.1080,0.3691,0.0378,5.4153,37.8577
0.0548,0.3631,0.1201,0.0662,0.2454,0.1504,2.4053,38.1615
0.1835,0.2483,0.1267,0.0964,0.3236,0.0215,17.1303,27.7599
0.0176,0.2308,0.4029,0.1211,0.1908,0.0368,15.6468,23.1011
0.0631,0.1314,0.1409,0.2024,0.1853,0.2769,15.8909,28.6956
0.0452,0.0137,0.0392,0.0274,0.6380,0.2365,4.9179,35.5604
0.2568,0.1663,0.1098,0.1444,0.3205,0.0022,7.8456,33.9537
0.0135,0.3238,0.2447,0.0387,0.0790,0.3003,2.3800,39.0074
0.0202,0.0049,0.0343,0.6137,0.2866,0.0403,19.5484,17.0179
0.0396,0.0725,0.0222,0.0208,0.3385,0.5064,5.1333,39.0855
0.0594,0.0067,0.2477,0.1138,0.0011,0.5713,9.8122,35.2499
0.0638,0.0012,0.2489,0.1695,0.0225,0.4941,15.4617,28.9956
0.2279,0.0459,0.1071,0.4882,0.1027,0.0282,11.9595,29.9176
0.4308,0.0328,0.2673,0.0053,0.0416,0.2222,6.2599,37.7175
0.3070,0.0379,0.1804,0.1019,0.1922,0.1806,12.4418,36.0691
0.1064,0.1108,0.1872,0.2117,0.2957,0.0882,8.5182,33.2837
0.0055,0.2923,0.4205,0.0467,0.0438,0.1912,4.2154,33.4711
0.1070,0.0959,0.2567,0.2893,0.0754,0.1757,16.7812,26.9091
0.0161,0.1246,0.0109,0.2558,0.1414,0.4512,6.7804,35.4542
0.2056,0.1704,0.0802,0.2090,0.2967,0.0381,15.6392,29.6903
0.0582,0.1359,0.0050,0.4290,0.0355,0.3364,9.7697,33.5477
0.0426,0.0189,0.3386,0.0696,0.3051,0.2252,4.8666,35.7552
0.4087,0.2935,0.1322,0.0904,0.0289,0.0463,9.3050,27.1319
0.3335,0.1594,0.0405,0.1764,0.0775,0.2127,3.8554,40.0627
0.0281,0.0175,0.0975,0.2507,0.1307,0.4755,13.7139,26.8809
0.0674,0.2082,0.0444,0.2212,0.3829,0.0759,12.4258,30.0869
0.1461,0.2956,0.1363,0.3075,0.0624,0.0521,5.5366,31.7868
0.0518,0.1470,0.1467,0.0333,0.4352,0.1860,16.6449,27.4729
0.1796,0.4864,0.0815,0.1552,0.0677,0.0296,19.7748,21.7157
0.1780,0.2276,0.0032,0.1722,0.1442,0.2748,10.3001,37.8989
0.0720,0.1394,0.2244,0.0906,0.0125,0.4611,16.2938,31.4129
0.0359,0.1806,0.5846,0.0565,0.0881,0.0543,2.7545,30.9799
0.0302,0.0073,0.4946,0.1282,0.0489,0.2908,3.5978,35.7835
0.0246,0.0897,0.1935,0.0179,0.2790,0.3953,1.5338,42.7549
0.0360,0.1529,0.0772,0.5913,0.0387,0.1039,7.5234,29.7260
0.0425,0.2145,0.2243,0.3486,0.0170,0.1531,10.3104,29.2063
0.0719,0.0793,0.1171,0.4813,0.0250,0.2254,9.9801,31.2601
0.4250,0.1574,0.0256,0.1828,0.0578,0.1514,13.1685,32.9215
0.0289,0.0497,0.5573,0.2504,0.0706,0.0431,18.0496,19.4530
0.0856,0.0511,0.2215,0.0545,0.0416,0.5457,8.3659,39.4503
0.1144,0.3252,0.1291,0.2172,0.1647,0.0494,11.8582,28.7386
0.1298,0.0467,0.0117,0.6566,0.1302,0.0250,6.5109,32.4020
0.0489,0.0088,0.1944,0.1291,0.1384,0.4804,16.4556,26.5736
0.1514,0.1335,0.0199,0.2950,0.0925,0.3077,15.3203,33.0501
0.1153,0.2121,0.2957,0.0014,0.3533,0.0222,14.8130,27.6008
0.2935,0.1944,0.0865,0.0266,0.1297,0.2693,16.8191,34.7637
0.0019,0.0749,0.0032,0.5225,0.1947,0.2028,14.4633,23.1505
0.1661,0.1159,0.0630,0.5449,0.0948,0.0153,18.3707,23.9140
0.0127,0.0689,0.2181,0.1555,0.5142,0.0306,4.3142,32.4273
0.3726,0.1125,0.0631,0.0332,0.0330,0.3856,4.5840,44.2282
0.0609,0.3432,0.0244,0.4449,0.0782,0.0484,17.0769,23.7666
0.1497,0.0807,0.2543,0.1635,0.1796,0.1722,5.1407,37.9515
0.1444,0.0436,0.1098,0.5015,0.0418,0.1589,16.6527,27.1583
0.2728,0.1963,0.0990,0.1217,0.2164,0.0938,10.6204,33.8718
0.0120,0.1085,0.2495,0.1640,0.3821,0.0839,7.9820,30.0792
0.7465,0.0479,0.0350,0.1039,0.0471,0.0196,9.0816,25.4896
0.2845,0.5055,0.0632,0.0728,0.0575,0.0165,13.6685,23.0490
0.3657,0.1431,0.0661,0.2045,0.1722,0.0484,13.0919,31.1531
0.1820,0.0349,0.0211,0.1992,0.1530,0.4098,9.5028,41.1655
0.0722,0.0315,0.3377,0.1760,0.3741,0.0085,19.8995,21.0232
0.0354,0.2763,0.0798,0.0775,0.5010,0.0300,12.1562,29.5666
0.4434,0.1336,0.1316,0.1870,0.0132,0.0912,1.4139,34.7758
0.1875,0.2085,0.1206,0.3212,0.1508,0.0114,17.1983,25.4566
0.2906,0.0270,0.4065,0.2151,0.0105,0.0503,13.9907,26.7390
0.0863,0.2917,0.0434,0.0814,0.3281,0.1691,8.6861,35.9252
0.1830,0.0525,0.1498,0.0382,0.1245,0.4520,19.6816,32.6281
0.0288,0.2028,0.3523,0.2101,0.0642,0.1418,6.8425,31.1094
0.0999,0.0808,0.2407,0.2298,0.0208,0.3280,9.4519,35.2764
0.0796,0.3500,0.1212,0.0039,0.3475,0.0978,18.4119,27.2145
0.2730,0.0367,0.1386,0.1546,0.3033,0.0938,7.4114,37.9992
0.0775,0.0240,0.4460,0.1053,0.2858,0.0614,2.6827,35.5920
0.1112,0.0947,0.2556,0.1083,0.0125,0.4177,16.4392,31.8739
0.0630,0.3788,0.0485,0.2301,0.1449,0.1347,18.7131,25.8545
0.1484,0.1917,0.0658,0.1744,0.1756,0.2441,10.9484,36.0533
0.0258,0.2959,0.0345,0.1566,0.0537,0.4335,13.5517,33.1526
0.3268,0.2184,0.0338,0.0490,0.0082,0.3638,10.2891,39.9171
0.2636,0.1929,0.1877,0.0699,0.1118,0.1741,9.5734,35.0287
0.4912,0.0320,0.0300,0.3136,0.0918,0.0414,14.2186,30.0810
0.1989,0.0757,0.0581,0.1756,0.2530,0.2387,8.0018,40.1550
0.2886,0.0044,0.1744,0.2715,0.1521,0.1090,17.8847,29.8192
0.0788,0.0630,0.2753,0.0508,0.2566,0.2755,5.0637,38.8624
0.1208,0.1866,0.1209,0.4521,0.0796,0.0400,18.7303,23.1575
0.2145,0.3207,0.1014,0.0881,0.2152,0.0601,5.3733,34.3032
0.1166,0.0137,0.0872,0.3237,0.0700,0.3888,3.6027,42.9337
0.2934,0.0220,0.5665,0.0016,0.0844,0.0321,11.3046,27.2621
0.3067,0.1503,0.2000,0.1862,0.0973,0.0595,18.4860,26.3944
0.0937,0.0120,0.5922,0.1593,0.0094,0.1334,17.4069,23.4184
0.1369,0.1353,0.1976,0.2929,0.2145,0.0228,7.8244,31.7783
0.0361,0.2652,0.1646,0.1156,0.1966,0.2219,10.3150,32.7794
0.0835,0.0594,0.2333,0.3001,0.0724,0.2513,5.7683,36.3064
0.1558,0.4462,0.0467,0.0698,0.1655,0.1160,8.9149,32.6881
0.0092,0.2141,0.0967,0.1750,0.0189,0.4861,14.2965,30.8223
0.4655,0.0589,0.1385,0.0835,0.2161,0.0375,11.9280,31.6805
0.0483,0.4237,0.0059,0.2420,0.0191,0.2610,14.6358,30.4831
0.2072,0.0328,0.4484,0.0652,0.1233,0.1231,10.1937,32.2923
0.3176,0.1338,0.0305,0.3546,0.0958,0.0677,13.5581,30.8758
0.0972,0.0079,0.0989,0.0389,0.4678,0.2893,12.6304,32.0281
0.0303,0.5481,0.2485,0.0078,0.0349,0.1304,8.8038,28.7363
0.1952,0.4403,0.1476,0.1180,0.0522,0.0467,14.1610,24.9441
0.3712,0.3475,0.1383,0.0594,0.0133,0.0703,3.5068,30.4212
0.0267,0.2042,0.2669,0.0923,0.3243,0.0856,17.3020,24.5587
0.1324,0.3004,0.1846,0.1192,0.0572,0.2062,12.7787,31.7423
0.2138,0.0789,0.1121,0.3295,0.0028,0.2629,1.3695,43.0559
0.0607,0.1492,0.3288,0.2033,0.2303,0.0277,5.9279,31.1365
0.1799,0.2590,0.1874,0.0274,0.2410,0.1053,18.2753,28.2034
0.0876,0.0020,0.4543,0.1067,0.0388,0.3106,17.6326,27.0306
0.0518,0.0412,0.1226,0.5232,0.0217,0.2395,2.6382,37.2712
0.0548,0.0902,0.1309,0.4906,0.1006,0.1329,19.2353,21.8201
0.3752,0.2042,0.0133,0.1951,0.1503,0.0619,5.7013,34.4987
0.3547,0.1648,0.2621,0.0215,0.0876,0.1093,3.6551,34.7931
0.3070,0.1717,0.0440,0.1134,0.0087,0.3552,6.6989,41.9040
0.2128,0.2209,0.0598,0.2378,0.1160,0.1527,5.7373,37.1892
0.2514,0.0072,0.0916,0.2523,0.1086,0.2889,6.3436,42.2214
0.2044,0.0709,0.3507,0.0833,0.0802,0.2105,6.3922,37.3013
0.0847,0.3344,0.1719,0.1130,0.1950,0.1010,5.4877,34.1475
0.0840,0.3579,0.1652,0.0877,0.0593,0.2459,18.7263,28.0970
0.2506,0.1616,0.2205,0.3148,0.0148,0.0377,18.0200,24.1063
0.2106,0.0003,0.0331,0.0750,0.3100,0.3710,12.5199,39.5923
0.1190,0.4780,0.0328,0.1347,0.0412,0.1943,14.6083,30.0466
0.0118,0.0154,0.2077,0.6620,0.0502,0.0529,5.6348,27.2951
0.2488,0.4198,0.0924,0.0771,0.0033,0.1586,12.3747,29.9639
0.3003,0.1287,0.3249,0.0451,0.1255,0.0755,11.4217,30.4200
0.0082,0.6597,0.1019,0.0442,0.0709,0.1151,10.0502,28.0534
0.0058,0.2626,0.1558,0.3968,0.1371,0.0419,6.7183,29.1481
0.0694,0.4650,0.1222,0.0377,0.0208,0.2849,4.0666,37.7287
0.0250,0.2584,0.3211,0.2249,0.0528,0.1178,3.0231,33.3749
0.1563,0.1621,0.1725,0.2641,0.0933,0.1517,13.5599,30.7030
0.0008,0.1404,0.1786,0.0161,0.3237,0.3404,11.0812,30.9817
0.1263,0.2638,0.1242,0.0771,0.0077,0.4009,5.0721,41.7659
0.0390,0.2428,0.4328,0.1624,0.1066,0.0164,8.2690,26.4149
0.0749,0.0095,0.0795,0.4676,0.2149,0.1536,17.4510,23.4521
0.0978,0.0025,0.1262,0.0257,0.0731,0.6747,11.4825,36.5674
0.2067,0.0522,0.1234,0.0641,0.1223,0.4313,9.7913,42.1134
0.2661,0.0337,0.0444,0.4773,0.0605,0.1180,15.9615,30.3633
0.1657,0.1424,0.1118,0.2742,0.2688,0.0371,8.3220,33.4998
0.1388,0.1132,0.1728,0.1059,0.0450,0.4243,16.4320,33.5602
0.2258,0.0855,0.0731,0.1418,0.1542,0.3196,4.6815,44.0678
0.0994,0.0305,0.0527,0.2314,0.3435,0.2425,16.9760,27.1880
0.1473,0.2244,0.0799,0.0197,0.0050,0.5237,16.2731,36.8984
0.0233,0.1112,0.4316,0.3180,0.0881,0.0278,6.1614,27.6817
0.2893,0.0149,0.2820,0.1144,0.0528,0.2466,1.2682,42.4815
0.1680,0.1841,0.1365,0.0389,0.4670,0.0055,8.8417,34.2169
0.2216,0.3079,0.1353,0.0772,0.2096,0.0484,17.8393,26.7885
0.1232,0.0308,0.4009,0.3455,0.0881,0.0115,8.2718,28.2913
0.1975,0.3211,0.1469,0.0359,0.1056,0.1930,9.6569,34.4619
0.3136,0.0478,0.2556,0.2784,0.0351,0.0695,14.3611,28.6720
0.0977,0.3733,0.1166,0.2548,0.1193,0.0383,16.3848,24.7076
0.0003,0.2794,0.4928,0.0106,0.0445,0.1724,9.2596,29.0570
0.0828,0.0307,0.1345,0.0690,0.2710,0.4120,9.6273,36.0004
0.2264,0.2873,0.0148,0.3401,0.0524,0.0790,14.7910,28.4218
0.1795,0.0203,0.0152,0.2595,0.2131,0.3124,12.0559,36.8791
0.2044,0.1335,0.0945,0.0631,0.1625,0.3420,5.9982,43.1624
0.1215,0.0711,0.0295,0.2495,0.3634,0.1650,2.3401,42.6582
0.0237,0.4154,0.1564,0.1796,0.1236,0.1013,1.0352,35.8696
0.1209,0.0018,0.4377,0.1004,0.1100,0.2292,3.7938,38.5554
0.1222,0.0928,0.1118,0.1708,0.2968,0.2056,14.5038,31.5503
0.0010,0.1899,0.0007,0.5930,0.2016,0.0138,16.9868,20.7626
0.0732,0.2311,0.1094,0.3943,0.0465,0.1455,2.5777,36.6808
0.1235,0.0125,0.3301,0.0888,0.0135,0.4316,10.4585,36.9148
0.0254,0.4659,0.4018,0.0016,0.0500,0.0553,12.2704,23.6037
0.0911,0.0011,0.3852,0.3124,0.2085,0.0017,15.1640,23.5614
0.0297,0.5142,0.2584,0.1317,0.0067,0.0593,5.5236,27.8259
0.0282,0.0908,0.2348,0.1326,0.3878,0.1258,13.9433,26.5821
0.1620,0.0805,0.2994,0.1154,0.1849,0.1578,16.4095,29.3756
0.0511,0.3259,0.3519,0.1586,0.0311,0.0814,4.3664,30.7947
0.0763,0.0017,0.1187,0.3894,0.3044,0.1095,4.1042,35.7946
0.0138,0.1894,0.0283,0.4075,0.2684,0.0926,15.1088,24.7202
0.1277,0.0112,0.1717,0.3981,0.0230,0.2683,9.7426,34.2070
0.0857,0.1351,0.2940,0.0586,0.3739,0.0527,6.3244,33.9214
0.0069,0.3790,0.0357,0.3961,0.0913,0.0910,4.9155,32.1309
0.2061,0.0436,0.0921,0.1493,0.1934,0.3155,12.8397,37.5078
0.1419,0.1527,0.0833,0.3432,0.0398,0.2391,7.2105,37.0453
0.1660,0.2245,0.0356,0.0187,0.0830,0.4722,9.9997,42.0357
0.3891,0.1064,0.0870,0.0743,0.2910,0.0522,6.5354,36.3036
